,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1454,8681-ICONS,Male,No,Yes,Yes,29,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.649999618530273,654.8499755859375,No
1455,1621-YNCJH,Female,No,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05000305175781,3834.39990234375,No
1456,3473-XIIIT,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes
1457,6362-QHAFM,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.30000305175781,4586.14990234375,No
1458,7893-IXHRQ,Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,20.549999237060547,20.549999237060547,Yes
1459,3070-BDOQC,Female,No,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.6500015258789,5941.0498046875,No
1460,2952-QAYZF,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.30000305175781,424.1499938964844,Yes
1461,6234-PFPXL,Male,No,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9000015258789,2234.949951171875,No
1462,9824-QCJPK,Male,No,Yes,No,36,Yes,No,No,,,,,,,One year,No,Mailed check,20.0,666.75,No
1463,4763-PGDPO,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4000015258789,281.0,Yes
1464,4283-IVYCI,Male,No,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.94999694824219,547.7999877929688,No
1465,1866-OBPNR,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.5999984741211,74.5999984741211,No
1466,8205-MQUGY,Male,No,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.20000076293945,571.1500244140625,No
1467,8970-ANWXO,Female,No,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.5999755859375,No
1468,9480-BQJEI,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.30000305175781,5731.4501953125,No
1469,5394-SVGJV,Male,No,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.80000305175781,3475.550048828125,Yes
1470,6979-TNDEU,Female,No,No,No,8,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.200000762939453,156.85000610351562,No
1471,9777-WJJPR,Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.6500015258789,2683.199951171875,No
1472,9283-LZQOH,Male,No,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4000015258789,896.75,Yes
1473,7079-QRCBC,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.300048828125,Yes
1474,9495-SKLKD,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.94999694824219,4456.64990234375,No
1475,6048-UWKAL,Female,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4000015258789,6998.9501953125,No
1476,5067-DGXLL,Male,No,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.25,36.79999923706055,No
1477,5469-CTCWN,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7001953125,Yes
1478,9851-QXEEQ,Male,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.69999694824219,4346.39990234375,Yes
1479,6281-FKEWS,Female,No,No,No,44,No,,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.04999923706055,2265.0,No
1480,8898-KASCD,Male,No,No,No,39,No,,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.54999923706055,1309.1500244140625,No
1481,9242-TKFSV,Male,No,Yes,Yes,72,No,,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.0999984741211,4754.2998046875,No
1482,9290-SHCMB,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8499984741211,1235.550048828125,No
1483,0743-HNPFG,Female,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No
1484,2277-BKJKN,Female,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.19999694824219,7213.75,No
1485,9809-IMGCQ,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.69999694824219,2082.949951171875,Yes
1486,5208-HFSBT,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.04999923706055,102.75,Yes
1487,5035-PGZXH,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.80000305175781,5914.39990234375,No
1488,8695-WDYEA,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No
1489,6543-JXSOO,Female,No,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.8499755859375,No
1490,8016-ZMGMO,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.8499984741211,4738.85009765625,No
1491,8605-ITULD,Female,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.549999237060547,19.549999237060547,No
1492,3254-YRILK,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.19999694824219,1775.800048828125,Yes
1493,6416-YJTTB,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.6500244140625,No
1494,2667-WYLWJ,Female,No,Yes,Yes,8,Yes,No,No,,,,,,,One year,Yes,Mailed check,19.75,145.0,Yes
1495,4472-VESGY,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.1500015258789,4993.39990234375,No
1496,3195-TQDZX,Male,No,No,No,3,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.25,61.45000076293945,No
1497,3128-YOVTD,Female,No,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.1500015258789,4018.550048828125,No
1498,0529-ONKER,Male,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.6500015258789,1146.6500244140625,Yes
1499,1728-CXQBE,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.39990234375,No
1500,7041-TXQJH,Female,No,No,No,37,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.20000076293945,1478.8499755859375,No
1501,5014-GSOUQ,Male,No,No,No,13,Yes,No,No,,,,,,,Two year,No,Mailed check,19.950000762939453,243.64999389648438,No
1502,5724-BIDBU,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.349998474121094,2633.949951171875,No
1503,0481-SUMCB,Female,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.1500015258789,4735.35009765625,No
1504,1769-GRUIK,Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0999984741211,1247.75,No
1505,5240-IJOQT,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.69999694824219,74.69999694824219,Yes
1506,8819-WFGGJ,Male,No,Yes,No,68,No,,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.099998474121094,3794.5,No
1507,7427-AUFPY,Male,No,No,No,54,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.649999618530273,1008.7000122070312,No
1508,2811-POVEX,Female,Yes,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.44999694824219,2130.550048828125,No
1509,1092-GANHU,Male,No,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.6500015258789,1313.550048828125,Yes
1510,7898-PDWQE,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4000015258789,5727.14990234375,No
1511,9972-EWRJS,Female,No,Yes,Yes,67,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),19.25,1372.9000244140625,No
1512,9314-IJWSQ,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.80000305175781,1203.9000244140625,No
1513,0661-XEYAN,Female,Yes,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.799999237060547,25.799999237060547,Yes
1514,5799-JRCZO,Female,No,No,Yes,63,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.5,1215.0999755859375,No
1515,1921-KYSAY,Female,No,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.5999984741211,2877.050048828125,No
1516,6198-RTPMF,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.5999984741211,1579.699951171875,No
1517,2924-KHUVI,Male,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55000305175781,5514.9501953125,No
1518,1925-GMVBW,Female,No,No,No,5,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.549999237060547,96.0999984741211,No
1519,7881-EVUAD,Female,No,No,No,2,No,,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.599998474121094,72.4000015258789,Yes
1520,6184-DYUOB,Female,No,Yes,No,3,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.600000381469727,55.25,No
1521,9207-ZPANB,Male,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.44999694824219,2443.300048828125,No
1522,5766-XQXMQ,Female,No,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.8499984741211,1970.5,Yes
1523,9327-QSDED,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.54999923706055,335.3999938964844,No
1524,1656-DRSMG,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.8499984741211,7002.9501953125,No
1525,3012-VFFMN,Female,No,Yes,Yes,7,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.649999618530273,158.9499969482422,No
1526,2984-AFWNC,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4000015258789,293.1499938964844,No
1527,0640-YJTPY,Male,No,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),21.0,1493.75,No
1528,8096-LOIST,Female,No,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.20000076293945,1093.4000244140625,No
1529,9764-REAFF,Female,No,Yes,No,59,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),18.399999618530273,1057.8499755859375,No
1530,3703-VAVCL,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.0500030517578,Yes
1531,7107-UBYKY,Female,No,Yes,Yes,35,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,25.75,882.5499877929688,No
1532,4881-GQJTW,Male,No,No,No,14,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),19.600000381469727,300.3999938964844,No
1533,8519-QJGJD,Female,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3499984741211,1025.949951171875,Yes
1534,7876-DNYAP,Female,No,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.799999237060547,1436.949951171875,No
1535,7905-NJMXS,Male,Yes,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.19999694824219,475.0,No
1536,2882-WDTBA,Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.14990234375,No
1537,2091-GPPIQ,Female,No,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.94999694824219,5730.14990234375,No
1538,6326-MTTXK,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.8499984741211,819.5499877929688,Yes
1539,5071-FBJFS,Female,No,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.29999923706055,217.10000610351562,No
1540,2796-UUZZO,Male,No,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.30000305175781,4896.35009765625,No
1541,2429-AYKKO,Male,No,No,No,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.850000381469727,1434.0999755859375,No
1542,9798-OPFEM,Female,No,No,No,46,Yes,No,No,,,,,,,Two year,Yes,Electronic check,21.100000381469727,937.0999755859375,No
1543,0330-IVZHA,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.94999694824219,330.1499938964844,Yes
1544,3794-NFNCH,Male,No,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9000244140625,No
1545,5193-QLVZB,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No
1546,7114-AEOZE,Female,No,No,No,60,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.850000381469727,1128.0999755859375,No
1547,2886-KEFUM,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes
1548,5522-NYKPB,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9000015258789,2199.050048828125,No
1549,4237-RLAQD,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.849998474121094,45.849998474121094,Yes
1550,9957-YODKZ,Male,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.80000305175781,457.1000061035156,No
1551,6518-KZXCB,Male,No,No,No,22,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.25,566.5,No
1552,2245-ADZFJ,Female,No,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55000305175781,2471.60009765625,No
1553,7776-QGYJC,Female,No,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.300048828125,No
1554,9313-QOLTZ,Male,No,No,No,26,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.899999618530273,518.2999877929688,No
1555,9651-GTSAQ,Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0999984741211,5769.75,Yes
1556,3186-BAXNB,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.69999694824219,91.69999694824219,Yes
1557,4672-FOTSD,Male,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.2999877929688,No
1558,0637-YLETY,Female,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.5999984741211,1555.6500244140625,Yes
1559,9818-XQCUV,Female,No,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.350000381469727,45.29999923706055,No
1560,7338-ERIVA,Male,No,No,Yes,39,No,,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.04999923706055,1790.5999755859375,No
1561,1157-BQCUW,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.94999694824219,74.94999694824219,Yes
1562,8259-NFJTV,Female,No,Yes,Yes,7,No,,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.650001525878906,246.60000610351562,No
1563,3223-DWFIO,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.3499984741211,261.6499938964844,No
1564,2660-EMUBI,Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.3499984741211,898.3499755859375,Yes
1565,6968-GMKPR,Female,No,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55000305175781,4509.5,No
1566,4751-ERMAN,Male,No,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4000015258789,5480.25,No
1567,1436-ZMJAN,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.80000305175781,653.1500244140625,No
1568,3292-PBZEJ,Male,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4000015258789,1183.050048828125,No
1569,0799-DDIHE,Female,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.29999923706055,639.4500122070312,No
1570,3070-FNFZQ,Female,No,Yes,Yes,23,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.399999618530273,478.75,No
1571,2812-SFXMJ,Male,No,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.049999237060547,20.049999237060547,No
1572,7675-OZCZG,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.0999984741211,Yes
1573,5014-WUQMG,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.0999984741211,4391.4501953125,No
1574,5312-TSZVC,Female,No,No,Yes,15,Yes,No,No,,,,,,,One year,No,Mailed check,19.649999618530273,270.6000061035156,No
1575,2003-CKLOR,Male,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Yes
1576,0993-OSGPT,Female,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.650001525878906,3975.89990234375,No
1577,9254-RBFON,Female,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.5999984741211,1704.949951171875,Yes
1578,1205-WNWPJ,Female,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95001220703125,Yes
1579,9391-EOYLI,Male,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.44999694824219,950.2000122070312,Yes
1580,7108-DGVUU,Female,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.69999694824219,1497.050048828125,No
1581,2782-JEEBU,Male,No,No,No,21,No,,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.1500244140625,No
1582,5127-BZENZ,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.19999694824219,3512.14990234375,No
1583,2720-FVBQP,Female,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95000076293945,273.25,No
1584,9906-NHHVC,Female,Yes,No,No,65,No,,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.89990234375,No
1585,4522-XRWWI,Male,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.44999694824219,3375.89990234375,No
1586,3766-EJLFL,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05000305175781,7508.5498046875,No
1587,5939-SXWHM,Male,No,Yes,Yes,48,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),26.299999237060547,1245.050048828125,No
1588,8152-UOBNY,Female,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.80000305175781,5347.9501953125,No
1589,7351-KYHQH,Female,Yes,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.94999694824219,493.6499938964844,No
1590,7643-RCHXS,Female,No,Yes,Yes,63,Yes,No,No,,,,,,,Two year,No,Electronic check,19.350000381469727,1263.8499755859375,No
1591,8246-SHFGA,Male,No,No,No,17,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),21.100000381469727,385.54998779296875,No
1592,8387-MOJJT,Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.94999694824219,3384.0,Yes
1593,0620-XEFWH,Male,No,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,18.850000381469727,84.19999694824219,No
1594,6485-QXWWE,Female,No,No,Yes,62,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),26.0,1638.699951171875,No
1595,2761-OCIAX,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.69999694824219,165.39999389648438,Yes
1596,7321-VGNKU,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3499984741211,120.25,No
1597,5327-CNLUQ,Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9000015258789,4473.4501953125,No
1598,7552-KEYGT,Male,No,Yes,No,27,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.549999237060547,520.5499877929688,No
1599,5816-JMLGY,Female,No,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4000015258789,5717.85009765625,No
1600,3068-OMWZA,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.80000305175781,88.80000305175781,Yes
1601,2927-QRRQV,Male,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.6500015258789,4312.5,No
1602,6032-KRXXO,Male,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35009765625,Yes
1603,7459-RRWQZ,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.6500015258789,994.5499877929688,Yes
1604,6265-SXWBU,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,No
1605,7941-RCJOW,Male,No,No,No,65,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.549999237060547,1218.6500244140625,No
1606,6374-NTQLP,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0999984741211,7447.7001953125,No
1607,4154-AQUGT,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05000305175781,1169.3499755859375,Yes
1608,2387-KDZQY,Male,No,No,No,17,Yes,No,No,,,,,,,One year,Yes,Mailed check,20.100000381469727,279.5,No
1609,3584-WKTTW,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55000305175781,5720.35009765625,No
1610,3399-BMLVW,Male,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.449951171875,No
1611,1971-DTCZB,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.94999694824219,6468.60009765625,No
1612,3092-IGHWF,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4000015258789,5918.7998046875,Yes
1613,3374-PZLXD,Male,No,No,No,34,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.700000762939453,675.5999755859375,No
1614,3813-DHBBB,Male,No,Yes,No,67,No,,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95000076293945,3521.699951171875,No
1615,2812-REYAT,Female,No,Yes,No,49,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.049999237060547,923.0999755859375,No
1616,6518-PPLMZ,Male,No,Yes,Yes,53,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.399999618530273,1110.3499755859375,No
1617,4939-KYYPY,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45000076293945,1611.6500244140625,No
